의도ID,의도유형,의도명,의도그룹,컨텍스트,사용상태,총 사용빈도,질의문 갯수,대표질의문,display질의문,질의문,등록자 / 수정자,등록일 / 수정일,등록일 / 수정일,단순응답
INTd0017bbdedd4462ba9ef63e5080ab9fc,질의응답,협력사 공인인증서 발급,PartnerPlus_일반,,사용,42,5,partnerplus 공인인증서 발급 방법을 알고싶어요,PartnerPlus 협력사 공인인증서 발급 방법,"partnerplus 공인인증서 발급 방법을 알고싶어요,파트너플러스 공인인증서 발급 방법,partnerplus 공인인증서 발급 방법,협력업체 공인인증서 발급 방법,협력사 공인인증서 발급 방법",_vpasaas / _vpasaas,2018.08.30 18:01:41 / 2018.08.30 18:28:08,2018.08.30 18:28:08,[[PartnerPlus]](https://partnerplus.lgcns.com/lpp/lppLogin#)에서 공지사항>PartnerPlus 사용자메뉴얼> 'LGERP-사용자메뉴얼-PO-지급계좌등록(사업자)_Ver1.1.pdf'을 참고하여 주세요
INTb0e9af38617b4fcd9e375dedf750f339,질의응답,id 및 pw 찾기,PartnerPlus_일반,,사용,234,14,파트너플러스 패스워드 찾기,PartnerPlus ID/PW 찾기,"partnerplus 아이디를 찾고싶어요,파트너플러스 id찾기,파트너플러스 pw찾기,파트너플러스 아이디 찾기,파트너플러스 패스워드 찾기,파트너플러스 비밀번호 찾기,partnerplus id 찾기,partnerplus 아이디 찾기,partnerplus 패스워드 찾기,partnerplus 비밀번호 찾기,partnerplus 비밀번호를 찾고싶어요,partnerplus 로그인이 안 돼요,partnerplus 비밀번호를 모르겠어요,partnerplus 아이디를 모르겠어요",_vpasaas / _vpasaas,2018.08.30 18:05:03 / 2018.08.30 18:12:03,2018.08.30 18:12:03,"[[PartnerPlus]](https://partnerplus.lgcns.com/lpp/lppLogin#)의 로그인 아래 ""아이디/비밀번호 찾기"" 클릭하여 휴대폰 또는 아이핀 인증후 확인가능 합니다."
INT18fbf7575d444c5eaf928dc071374520,질의응답,partnerplus 소속사 영업 대표,PartnerPlus_일반,,사용,370,13,파트너플러스 영업 대표 변경,PartnerPlus 소속 회사 영업 대표 정보 변경,"소속사 영업대표의 정보 변경 처리를 알고 싶어요,파트너플러스 영업 대표 변경,파트너플러스 영업 담당자 변경,파트너플러스 신규 영업 대표 등록,파트너플러스 신규 영업 담당자 등록,partnerplus 영업 담당자 변경,partnerplus 영업 담당자 등록,partnerplus 영업 대표 변경,partnerplus 영업 대표 등록,파트너플러스 영업 대표 정보 변경,partnerplus 영업 대표 정보 변경,partnerplus 소속 회사 영업 대표 정보 변경,파트너플러스 소속 회사 담당자 대표 정보 변경",_vpasaas / _vpasaas,2018.08.30 17:53:06 / 2018.08.30 18:00:49,2018.08.30 18:00:49,"PartnerPlus에서 소속 회사의 영업 대표 정보 변경을 아래과 같이 진행하여 주세요~
||||
PartnerPlus>신규등록>사용자등록 메뉴 클릭
1. 신규 영업담당 등록 : PartnerPlus에 회원가입이 되어 있지 않은 경우, 신규 회원 가입 후 법인 공인인증서를 이용해 승인없이 본인을 영업담당자로 등록

2. 영업담당으로 변경 : PartnerPlus에 개발자로 기 회원가입이 되어 있는 경우, 로그인 후 법인 공인인증서를 이용해 본인을 영업담당자로 변경

3. 영업담당 퇴사 : PartnerPlus에 등록된 영업담당자가 이직/퇴사를 한 경우 새로운 영업담당자를 등록하여 퇴사한 영업담당자의 아이디는 사용 중지 합니다(새로운 영업담당 계정 등록 후 직원관리 - 퇴사 계정 클릭 - 재직여부 퇴직처리 )"
INTfeaa0b9493214859af170ea8cd1543a8,질의응답,협력업체 실적증명 발행,PartnerPlus_일반,,사용,1627,7,partnerplus에서 협력업체 실적증명 발행 방법을 알고싶어요,협력업체 실적증명 발행 방법,"partnerplus에서 협력업체 실적증명 발행 방법을 알고싶어요,파트너플러스 실적증명발행 요청,partnerplus 실적증명발행 요청,협력업체 실적증명 발행 방법,협력사 실적증명 발행 방법,partnerplus 실적증명 발급,파트너플러스 실적증명 발급 요청",_vpasaas / _vpasaas,2018.08.30 16:47:10 / 2018.08.30 16:52:42,2018.08.30 16:52:42,"협력업체 실적증명 발행 방법을 안내드릴게요~
||||
* PartnerPlus 로그인-좌측 실적증명발행 클릭
* 실적증명발행요청-제품구분별 해당실적 선택 후 증명서 작성-발행요청
* 당사 내부 검토 후 발행완료(완료시 메일안내 발송)시 실적증명발행조회-발행"
INTfb371153be69431ea479b30711024af2,질의응답,사내시스템 최적화,Internet Explorer_FAQ,,사용,1084,8,* 사내시스템 internet explorer 최적화,사내시스템 Internet Explorer 최적화 하고 싶어요,"사내시스템 최적화를 하고싶어요,pc환경 최적화,사내시스템 최적화 방법,pc환경 최적화 방법,사내시스템 인터넷 브라우저 최적화,사내시스템 ie 최적화,사내시스템 internet explorer 최적화,사내시스템 웹 브라우저 최적화",_vpasaas / _vpasaas,2018.08.23 18:19:34 / 2018.08.23 18:28:04,2018.08.23 18:28:04,"사내시스템 인터넷 최적화 파일 설치로 최적화 설정 적용 후 IE 재실행 하시면 됩니다.
||||
* 다운로드 위치 : OfficePlus 로그인 후, 상단 별모양클릭 → SW다운로드 >  인터넷 브라우저 최적화 다운로드 가능
* OfficePlus 로그인 불가한 경우, wifi.lgcns.com 접속 후 하단 [Internet Explorer Setting] 실행
* 인터넷 옵션 - 호환성보기 설정에 ""lgcns.com"" 추가 후 호환성보기 클릭
* 인터넷 옵션 - 추가 기능관리 에서 표시를 ""모든 추가 기능"" 으로 설정 후 검색된 추가 기능중에 툴바 ""사용안함"" 으로 변경, LGCNS 설치 항목 ""사용함"" 으로 변경 , 그외 필요한 항목 사용함으로 변경
* 인터넷 옵션 - 일반탭 - 검색기록 - 설정 - 파일보기 에서 모든 파일 선택 후 삭제 (임시파일삭제)"
INTd651b10cf9714f8c9d3f451c70a7cd8e,질의응답,Next U-Cloud 안내,Ucloud,"cloud,클라우드",제한사용(전체),511,8,2025년 하반기에 전체 u-cloud 및 n-cloud는 서비스가 종료되며 기존 사용자는 next u-cloud로 전환예정입니다,Next U-Cloud 안내,"next u-cloud 안내,next u-cloud,kcloud,2025년 하반기에 전체 u-cloud 및 n-cloud는 서비스가 종료되며 기존 사용자는 next u-cloud로 전환예정입니다,클라우드 설치,linker,ucloud접속시 사용하는 linker의 매뉴얼을 보고 싶은데 엉뚱한 소리를 하네요,맥pc에서 linker로 접속시 입력모드선택",_vpaA33203 / _vpaA33203,2025.04.24 17:53:15 / 2025.05.30 10:51:28,2025.05.30 10:51:28,"** Next U-Cloud 안내 **

||||

2025년 하반기에 전체 U-Cloud 및 N-Cloud는 서비스가 종료되며 기존 사용자는 Next U-Cloud로 전환예정입니다.
 
▶ **[[Next U-Cloud 전환(정직원,협력인원) 안내 >>]](https://kcloud.lgcns.com/vmCube/Board/Notice/NoticeView/1/8?SearchType=&SearchWord=&Cate=portal&PerPage=15&Page=1)**
▶ **[[Next U-Cloud 신청/변경 안내 >>]](https://kcloud.lgcns.com/vmCube/Management/Approval/RequestBookmarkFormList)**
▶ **[[U-Cloud 사용자 설치가이드(OS종류별) 안내 >>]](https://ep.lgcns.com/lightpack/board/boardItem/readBoardItemView.do?boardId=173197349507945&itemId=173198790729192&popupYn=true)**
▶ **[[BBS > U-Cloud 솔루션 전환 FAQ 안내 >>]](https://ep.lgcns.com/lightpack/board/boardItem/listBoardItemView.do?boardId=173197349507945&popupYn=false))**

※ [[담당자 정보]](?action=inquiry&actionParams={}&actionMessage=클라우드 담당자)
※ Help Desk : 1644-3888 통하여 클라우드, 담당자 문의도 가능합니다."
INTd85e59fc6da84522bdd1d8a939195bcd,질의응답,예약,테스트그룹,,제한사용(전체),151,1,예약test,예약을 하고 싶으신가요?,예약test,_vpasys / _vpaA33203,2020.03.18 14:03:29 / 2024.01.17 15:41:14,2024.01.17 15:41:14,"```
var val1 = '**제안룸**';
var val2 = '**프로젝트룸** ';
var val3 = '**회의실**';


if('${keName}' == '제안룸')
return val1+'을 선택하셨군요.\r\n \r\n [[U-Service > 제안룸 > 예약]](https://uservice.lgcns.com/LGCNS.SV.MAIN/MET/PrjRoom/SVMET_lstPrjRoom.aspx?ConfRoomType=PRO&MenuID=SVMET0251) 에서 예약하실 수있습니다.\r\n \r\n 예약 신청 후 7일 이내에 합의자 검토를 거쳐 예약이 완료/반려 됩니다. \r\n \r\n  ※ 마곡 E14(연구동) 7층 제안룸은 제안서 작성을 위한 제안 프로젝트에 한하여 예약이 가능합니다.';
else if('${keName}' == '프로젝트룸')
return val2;
else if('${keName}' == '회의실')
return val3;
else 
return '잘못 입력하셨습니다. 보기를 클릭 해 주세요~';
```"
INT171d1095af2143d8a1412f831bfbc336,질의응답,직무 변경,NEXT-HR,"직무 변경,직무 이동,직무",제한사용(정직원),169,5,직무 변경하는 방법,직무 변경 방법,"직무 변경 가이드,직무 이동 방법,직무 변경 신청,직무 변경하는 방법,직무 변경은 리더만 신청 가능하므로 직무 변경이 필요하다면 조직 리더와 상의하시기 바랍니다 리더가 singlex hr에서 구성원의 직무 변경 신청 가능",70976 / _vpaA33203,2025.03.13 08:19:52 / 2025.03.13 11:22:03,2025.03.13 11:22:03,"직무 변경은 리더만 신청 가능하므로, 직무 변경이 필요하다면 조직 리더와 상의하시기 바랍니다. (리더가 SINGLEX HR에서 구성원의 직무 변경 신청 가능)
상세 내용은 아래 가이드를 참고해 주세요.

**[[직무변경 가이드 바로가기>>]](/api/rest/attfile/a1a1cc002e81425295b0d078b4c175bf)**"
INT39635ad6d3114d52b542abc39e9cb4b3,질의응답,Alliance 포털,시스템링크,"파트너십,Alliance,MOU",제한사용(정직원),348,11,* alliance 포털 활용 안내,Alliance 포털 활용 안내,"alliance 포털 활용 안내,nda,mou,tmm,파트너십,mou 체결,파트너사 문의,alliance,tmm 체결,파트너십 체결,얼라이언스",70976 / 80974,2023.10.05 13:19:25 / 2024.01.24 16:40:41,2024.01.24 16:40:41,"**Alliance 포털 안내**

**[[Alliance 포털]](https://lgcns.sharepoint.com/sites/nextalliances)**에서 MoU, NDA 등 각종 협약서 서식과 사례, 파트너십 추친 관련 표준 업무 가이드 등의 정보를 확인하실 수 있습니다..

▶ Alliance, 파트너십 리소스 및 템플릿
: **[[Alliance 포털> Alliance 템플릿]](https://lgcns.sharepoint.com/sites/nextalliances/Alliance/Forms/AllItems.aspx)** 에서 선택

▶ MOU, TMM 행사 가이드라인
: **[[Alliance 포털> 행사 가이드]](https://lgcns.sharepoint.com/sites/nextalliances/SitePages/%EC%9D%B4%EB%B2%A4%ED%8A%B8-%ED%96%89%EC%82%AC-%EA%B0%80%EC%9D%B4%EB%93%9C.aspx)**
: 사전에 유관부서와 연락 및 협의 바랍니다.

※ 추가적인 문의는 해외전략팀 포털관리자 송지성 사원(jisungsong@lgcns.com)에게 연락 주시기 바랍니다."
INT9bea2a73dded49959687f7d6aa69b244,질의응답,M365 메일 사용가이드,EP,메일,제한사용(정직원),1179,12,* m365 메일 사용가이드 안내,M365 메일 사용가이드 안내,"m365 메일 사용가이드 안내,m365 메일 사용가이드,메일 저장 용량 얼마야,메일 저장 용량,메일 저장,메일 용량,메일 보관 기간,메일 보관 용량,m365 메일 보관 용량,m365 메일 저장 용량,사서함 용량,메일함 용량",_vpasys / _vpasys,2021.06.10 17:52:52 / 2023.07.24 16:15:50,2023.07.24 16:15:50,"**M365 메일 사용가이드 ** 안내입니다.
||||
▶ **M365 메일 주요 변경사항(정책) ** 기능 안내
사서함 크기, 보관기간, 대용량 첨부, 외부메일 발송, 공용계정 메일 사용 안내등을 참고하세요.

[![2021-06-10 M365 주요 변경사항](/api/rest/attfile/0e95733e6f0a4627b2002b8f44e39308_thumb)](/api/rest/attfile/0e95733e6f0a4627b2002b8f44e39308)

※ 상세한 사용 가이드는 아래의 링크를 클릭하세요!

▶ **M365 메일 사용가이드 ** 안내
**[[M365 메일 사용 가이드  안내 바로가기>> ]](https://ep.lgcns.com/lightpack/board/boardItem/listBoardItemView.do?boardId=159411163025447&popupYn=false)**"
INTa71287254149473d98df5c58dd8dcd9f,질의응답,거점오피스 이용 안내,U-Service,"smart office,스마트오피스,거점오피스,공유오피스,ISC 공유오피스",제한사용(정직원+Y사번),25682,30,공유오피스 예약,거점오피스 이용 안내,"smart office 이용,스마트오피스 좌석 예약,스마트오피스 자리 예약,smart office 좌석 예약,smart office 예약,스마트오피스 예약,스마트오피스 이용,ifc url,ifc url 예약,ifc 예약,스마트오피스,광화문 smart office,광화문 스마트오피스,공용오피스,거점오피스,플래그원,더케이트윈타워,르호봇,패스트파이브,스파크플러스,플렉서블 존,wework,flexible 좌석,flexible zone,공유오피스,공유오피스 사용 신청,공유 오피스 근무 공간 사용 신청,위워크,공유오피스 예약,isc 공유오피스",/ 70976,2017.09.15 17:08:19 / 2025.08.25 11:24:57,2025.08.25 11:24:57,"** 거점오피스 이용 안내 **
||||

▶ **고정석 거점오피스 운영 현황**
1. 마곡 본사 E13 2층 : 12석

- **좌석예약 바로가기
[[U-Service>공간/복지/전기차>거점오피스>고정석 좌석예약]](https://uservice.lgcns.com/LGCNS.SV.Main/SOR/html/SVSOR_SmartOffice.aspx?MenuID=SVMET0501)**

2. 마곡 ISC 3층 : 72석 (개인좌석), 54석 (6인 팀좌석) 
- **좌석예약 '샌디' 앱으로 통해서만 가능 
   [[ISC 3F 공유오피스 및 4F TaskRoom 오픈 이용 안내]](https://ep.lgcns.com/lightpack/board/boardItem/readBoardItemView.do?boardId=0BB100&itemId=175556412864120&popupYn=true)**
		 
▶ **라운지 자유석 거점오피스 운영 현황**
   1. 공유오피스 지점 라운지내 자유좌석 이용
   2. 회원가입 및 이용 방법 <span style=""color:red"">**회사 메일주소만 기입 가능**</span>

* 패스트파이브 라운지 예약없이 사용
  **[[회원가입 바로가기]](https://lgcns.workanywhere.works)**
	※ 이용 관련 문의는 패스트파이브 **[[1:1 문의하기]](https://members.fastfive.co.kr/workanywhere/inquiry)**로 연락 바랍니다.
	※ **[패스트파이브 이용가이드](/api/rest/attfile/c8bb9d54f3bb4164914b53ee2ededc75)**
	
* 스파크플러스 라운지 예약 없이 사용(포커스존만 예약 후 사용)
   **[[회원가입 바로가기]](https://www.sparkplus.co/homepage/)**
※ 이용 관련 문의는 스파크플러스 **[[헬프온]](https://sparkplus-lounge.freshdesk.com/support/tickets/new)**으로 연락 바랍니다.
※**[스파크플러스 이용가이드](/api/rest/attfile/5a5297b6852647c9ac03b7daf4da63cb)**
			 

▶ **필독사항**
   1. 개방된 공유오피스내  케이블락 사용 필수
        (미사용으로 문제 발생 시 정보보안 규정 위반 처리)
   2. 출입권한 및 출입수단 부정사용 금지
       (적발 시 정보보안 규정 위반으로 처리)
   3. 예약 후 예약일자에 사용할 수 없는 경우 필히 예약 취소(사용비용은 소속부서 비용으로 처리)
   4. <span style=""color:red"">복합기 사용 및 회의실 사용 불가</span>
   5. 출입카드 발급 방법
   - 고정석 거점오피스 : 예약 오피스에서 실물카드 직접 수령
   - 스파크플러스 : 모바일 앱 내에 QR코드 발급
   - 패스트파이브 : 모바일 출입카드 앱(에어팝) 설치 후 모바일 출입카드 발급

<span style=""color:blue"">▶ 상세내용은 BBS에서 ""거점 오피스""를 검색</span>하여 확인하세요
**[[people care 게시판 바로가기]](https://ep.lgcns.com/lightpack/board/boardItem/listBoardItemView.do?boardId=162566060033758&popupYn=true)**

▶ **문의처**
**[[경영지원팀 담당자]](?action=inquiry&actionParams={}&actionMessage=조성신 책임)**"
INT65c247f729654fbfb7b64bf0386f7f66,질의응답,전사 VRB 개최기준,EP,"vrb,브이알비",제한사용(정직원+Y사번),0,4,vrb 개최기준,전사 VRB 개최기준 안내,"전사 vrb 개최기준 안내,전사 vrb 개최기준,vrb 개최기준,vrb 개최기준 알려줘",_vpaA33203 / _vpaA33203,2025.08.21 16:23:23 / 2025.08.21 17:05:49,2025.08.21 17:05:49,"**전사 VRB 개최기준 안내**
||||
전사 VRB의 개최단계는 영업진행에 따라 ‘Define VRB(사업착수여부 결정)’, ‘Confirm VRB(제안/입찰여부 결정)’, ‘Contract VRB(계약체결여부 결정)’로 구분됩니다.

[전사 Define VRB 개최기준]  
① 국내(경쟁) : 100억원 이상
     국내(수의) : 50억원 이상
② 해외 : 10억원 이상

[전사 Confirm/Contract VRB 개최기준] 
① 국내 : 50억원 이상
② 해외 : 10억원 이상

※ [사업부 Define/Confirm/Contract VRB 개최기준]
① 국내 : 20억원 이상
② 해외 : 모든 사업"
